在厩,ウインランブル,牡,キンシャサノキセキ,オートキュイジーヌ,フレンチデピュティ,,ウイン,栗東,中村均,スガタ牧場,2013/01/12,,,地獄モード対象馬,一口馬主モード対象馬,ウインレーシングクラブ,2015/06/05
在厩,ヴェゼール,牡,パイロ,タケイチゼット,タバスコキャット,トーセンラーク,畑佐　博,栗東,河内洋,中神牧場,2013/02/18,,,地獄モード対象馬,,,2015/06/05
在厩,ヴェリタス,牝,サムライハート,ヒシヴェリタス,アドマイヤドン,,加治屋　貞光,美浦,竹内正洋,太陽ジョイフル牧場,2013/03/25,,,地獄モード対象馬,,,2015/06/05
在厩,ウェルノーテッド,牝,ドリームジャーニー,ティックルピンク,フレンチデピュティ,アキトクレッセント,安原　浩司,栗東,昆貢,辻　牧場,2013/04/08,,,地獄モード対象馬,,,2015/06/05
在厩,ウララ,牝,ニューイングランド,パールレディ,クロフネ,,吉澤　克己,栗東,森田直行,青南ムラカミファーム,2013/03/20,北海道サマーセール,1620000,地獄モード対象馬,,,2015/06/05
在厩,エールクリーガー,牡,トーセンイマジゲン,トーセンエール,リアルシヤダイ,エスティリメイク,島川　隆哉,美浦,小桧山悟,エスティファーム,2013/04/15,,,地獄モード対象馬,,,2015/06/05
在厩,エスペランサリュウ,牡,ベーカバド,ディクシーゴールド,ゴールドアリュール,,江上　幸隆,栗東,飯田雄三,中館牧場,2013/04/11,北海道サマーセール,3888000,地獄モード対象馬,,,2015/06/05
在厩,エテ,牝,Congrats,Forestier,Forestry,,西山　茂行,栗東,森秀行,Alan S. Kline Revocable Trust,2013/03/18,,,地獄モード対象馬,,,2015/06/05
在厩,エディブルフラワー,牝,ダノンゴーゴー,ビビ,ワカオライデン,カシノアポロン,山本　武司,栗東,服部利之,村山　光弘,2013/01/01,九州トレーニングセール,2700000,地獄モード対象馬,,,2015/06/05
在厩,エドノマツオー,牡,アグネスデジタル,フレンチムスメ,フレンチデピュティ,エドノプリンセス,遠藤　喜松,美浦,的場均,沖田　忠幸,2013/05/11,,,地獄モード対象馬,,,2015/06/05
在厩,エヌケイボーイ,牡,ネオユニヴァース,キボウ,サツカーボーイ,アルコシエロ,長谷川　兼美,美浦,菅原泰夫,畠山牧場,2013/03/29,,,地獄モード対象馬,,,2015/06/05
在厩,エネルタカオー,牡,ゼンノロブロイ,セイウンユウカ,トニービン,ニシノレイチェル,鈴木　康弘,美浦,小野次郎,ミリオンファーム,2013/03/19,ＪＲＡブリーズアップセール,10800000,,,,2015/06/05
在厩,エフディサンゼン,牝,マツリダゴッホ,フィールドボニータ,コロナドズクエスト,ポークチョップ,鈴木　照雄,美浦,菅原泰夫,前田　宗将,2013/03/21,,,地獄モード対象馬,,,2015/06/05
在厩,エポック,牡,ヴァーミリアン,セクシーザムライ,Deputy Minister,トップディーヴォ,吉澤　克己,栗東,角田晃一,三嶋牧場,2013/02/09,,,地獄モード対象馬,,,2015/06/05
在厩,エメラルキリシマ,牡,ファスリエフ,セトウチシャイン,スペシャルウィーク,エメラルウルトラ,高橋　勉,栗東,服部利之,吉野　政敏,2013/03/17,,,地獄モード対象馬,,,2015/06/05
在厩,エラクレーア,牝,Raven's Pass,Elle Gala,Galileo,,吉田　和美,美浦,木村哲也,Gestut Wittekindshof,2013/02/11,,,地獄モード対象馬,,,2015/06/05
在厩,エリープラチナ,牝,シニスターミニスター,フィエスタ,Unbridled's Song,オーブライツ,谷川　正純,美浦,石毛善彦,坂本　智広,2013/03/29,北海道サマーセール,1620000,地獄モード対象馬,,,2015/06/05
在厩,エリモグレイス,牡,ゼンノロブロイ,ラインステッチ,Fusaichi Pegasus,,山本　慎一,美浦,中野栄治,社台ファーム,2013/03/13,北海道オータムセール,3564000,,,,2015/06/05
在厩,エレーデ,牝,ディープインパクト,ローブデコルテ,Cozzene,スイートメドゥーサ,前田　幸治,栗東,松元茂樹,ノースヒルズ,2013/03/02,,,,,,2015/06/05
在厩,エンドレスフライト,牝,スターリングローズ,ディヴォーション,ゴールドヘイロー,,グリーンスウォード,美浦,竹内正洋,中橋　正,2013/04/20,,,地獄モード対象馬,,,2015/06/05
在厩,オープンユアアイズ,牝,ヴィクトワールピサ,アーヴェイ,Danehill Dancer,アンバーグリスキー,グリーンファーム,栗東,松田国英,社台ファーム,2013/03/06,,,地獄モード対象馬,一口馬主モード対象馬,グリーンファーム愛馬会,2015/06/05
在厩,オコルミラクル,牡,ファスリエフ,コパノジャーノー,エリシオ,コパノハリスン,スリースターズレーシング,美浦,田村康仁,西村　和夫,2013/03/30,北海道サマーセール,2160000,地獄モード対象馬,,,2015/06/05
在厩,オデュッセウス,牡,ファルブラヴ,ライツェント,スペシャルウィーク,,ユアストーリー,美浦,手塚貴久,ノーザンファーム,2013/03/08,セレクトセール,20520000,地獄モード対象馬,,,2015/06/05
在厩,オニニカナボー,牡,サムライハート,フェーヴ,Stravinsky,,西村　新一郎,美浦,天間昭一,高田　良一,2013/04/25,八戸市場,1620000,地獄モード対象馬,,,2015/06/05
在厩,オフクヒメ,牝,キンシャサノキセキ,シーソング,コマンダーインチーフ,,山田　裕仁,栗東,松下武士,金成吉田牧場,2013/03/22,,,地獄モード対象馬,,,2015/06/05
在厩,オレデヨケレバ,牡,ストーミングホーム,ブルーグラスローズ,Danzig,ハイフレンドステキ,ミルファーム,美浦,伊藤正徳,ヤマイチ牧場,2013/03/28,北海道サマーセール,2160000,地獄モード対象馬,,,2015/06/05
在厩,オンガエシ,牡,ダノンシャンティ,ヤマノオーロラ,タニノギムレット,,菅藤　宗一,栗東,木原一良,佐藤牧場,2013/03/19,北海道サマーセール,9720000,地獄モード対象馬,,,2015/06/05
在厩,ガーネットバローズ,牝,ファルブラヴ,パワーオブラブ,サンデーサイレンス,パワーウェーブ,猪熊　広次,美浦,奥村武,村本牧場,2013/04/10,北海道サマーセール,5508000,地獄モード対象馬,,,2015/06/05
在厩,ガールズティアラ,牝,カンパニー,ロドリコティアラ,ロドリゴデトリアーノ,サルバドールチーフ,岡田　繁幸,栗東,田所秀孝,村下　清志,2013/04/29,北海道オータムセール,2268000,地獄モード対象馬,,,2015/06/05
在厩,カイソクポリス,牡,メイショウサムソン,ピコピコハンマー,アグネスタキオン,,小田切　有一,栗東,田中章博,木村牧場,2013/03/31,,,地獄モード対象馬,,,2015/06/05
在厩,ガオガイリュイ,牡,ダンスインザダーク,タケデンプラザ,サクラバクシンオー,タケデンタイガー,スリースターズレーシング,美浦,田村康仁,つつみ牧場,2013/04/03,北海道サマーセール,3780000,地獄モード対象馬,,,2015/06/05
